#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 2,Genome 3,Genome 4
692400,accessory,1,1,,,1,1,
692400,accessory,2,1,,,1,1,
692411,accessory,1,1,,1,1,,
692411,accessory,4,1,,1,1,,
692418,core,2,2,1,,1,1,
692419,accessory,1,1,,1,1,,
692419,accessory,4,1,,1,1,,
692420,accessory,1,1,,,1,,
692420,accessory,2,1,,,1,,
692420,accessory,4,1,,,1,,
692421,accessory,1,1,,1,,,
692421,accessory,3,1,,1,,,
692421,accessory,4,1,,1,,,
692427,core,1,2,,1,1,1,
692442,accessory,1,1,,1,,,
692442,accessory,3,1,,1,,,
692442,accessory,4,1,,1,,,
692443,accessory,1,1,,,,1,
692443,accessory,2,1,,,,1,
692443,accessory,3,1,,,,1,
692444,accessory,1,1,,,1,1,
692444,accessory,2,1,,,1,1,
692447,accessory,1,1,,,,1,
692447,accessory,2,1,,,,1,
692447,accessory,3,1,,,,1,
692449,accessory,1,1,,1,1,,
692449,accessory,4,1,,1,1,,
692455,accessory,1,1,,,,1,
692455,accessory,2,1,,,,1,
692455,accessory,3,1,,,,1,
692456,accessory,1,1,,,,1,
692456,accessory,2,1,,,,1,
692456,accessory,3,1,,,,1,
692458,accessory,4,3,2,3,2,,
692462,accessory,1,1,,1,1,,
692462,accessory,4,1,,1,1,,
692463,accessory,2,1,1,,1,,
692463,accessory,4,1,1,,1,,
692469,accessory,1,1,,1,,1,
692469,accessory,3,1,,1,,1,
692470,core,1,2,,,,1,
692470,core,2,2,,,,1,
692470,core,3,2,,,,1,
692471,accessory,1,1,,1,,,
692471,accessory,3,1,,1,,,
692471,accessory,4,1,,1,,,
692472,accessory,1,1,,,1,1,
692472,accessory,2,1,,,1,1,
692473,accessory,4,2,1,2,1,,
692474,accessory,1,1,,1,1,,
692474,accessory,4,1,,1,1,,
692476,accessory,1,1,,1,,1,
692476,accessory,3,1,,1,,1,
692478,accessory,1,1,,1,,,
692478,accessory,3,1,,1,,,
692478,accessory,4,1,,1,,,
692479,accessory,2,1,1,,,,
692479,accessory,3,1,1,,,,
692479,accessory,4,1,1,,,,
692480,accessory,1,1,,,,1,
692480,accessory,2,1,,,,1,
692480,accessory,3,1,,,,1,
692483,accessory,4,2,1,2,2,,
692488,accessory,1,1,,,1,,
692488,accessory,2,1,,,1,,
692488,accessory,4,1,,,1,,
692489,accessory,1,1,,,1,,
692489,accessory,2,1,,,1,,
692489,accessory,4,1,,,1,,
692490,accessory,1,1,,,1,,
692490,accessory,2,1,,,1,,
692490,accessory,4,1,,,1,,
692491,accessory,1,1,,,1,,
692491,accessory,2,1,,,1,,
692491,accessory,4,1,,,1,,
692492,accessory,1,1,,,1,,
692492,accessory,2,1,,,1,,
692492,accessory,4,1,,,1,,
692494,accessory,1,1,,,1,1,
692494,accessory,2,1,,,1,1,
692497,accessory,1,1,,,1,1,
692497,accessory,2,1,,,1,1,
692508,accessory,1,1,,1,,,
692508,accessory,3,1,,1,,,
692508,accessory,4,1,,1,,,
692509,accessory,1,1,,1,1,,
692509,accessory,4,1,,1,1,,
692510,accessory,1,1,,,,1,
692510,accessory,2,1,,,,1,
692510,accessory,3,1,,,,1,
692511,accessory,1,1,,1,1,,
692511,accessory,4,1,,1,1,,
692521,accessory,1,1,,1,,1,
692521,accessory,3,1,,1,,1,
692529,accessory,1,1,,1,,,
692529,accessory,3,1,,1,,,
692529,accessory,4,1,,1,,,
692541,accessory,3,4,4,4,,3,
692543,accessory,3,1,1,1,,,
692543,accessory,4,1,1,1,,,
692545,accessory,1,1,,,1,,
692545,accessory,2,1,,,1,,
692545,accessory,4,1,,,1,,
692547,accessory,1,1,,1,1,,
692547,accessory,4,1,,1,1,,
692548,accessory,1,1,,,1,1,
692548,accessory,2,1,,,1,1,
692551,accessory,1,1,,,,1,
692551,accessory,2,1,,,,1,
692551,accessory,3,1,,,,1,
692552,accessory,1,1,,,,1,
692552,accessory,2,1,,,,1,
692552,accessory,3,1,,,,1,
692553,accessory,2,2,1,,1,2,
692556,accessory,1,1,,,1,1,
692556,accessory,2,1,,,1,1,
692562,accessory,1,1,,1,,,
692562,accessory,3,1,,1,,,
692562,accessory,4,1,,1,,,
692563,accessory,1,1,,,,1,
692563,accessory,2,1,,,,1,
692563,accessory,3,1,,,,1,
692567,accessory,1,1,,,,1,
692567,accessory,2,1,,,,1,
692567,accessory,3,1,,,,1,
692569,core,1,2,,1,,,
692569,core,3,2,,1,,,
692569,core,4,2,,1,,,
692585,accessory,2,2,1,,2,2,
692589,accessory,1,1,,,1,,
692589,accessory,2,1,,,1,,
692589,accessory,4,1,,,1,,
692593,accessory,1,1,,1,,1,
692593,accessory,3,1,,1,,1,
692594,accessory,1,1,,1,,,
692594,accessory,3,1,,1,,,
692594,accessory,4,1,,1,,,
692595,accessory,2,1,1,,1,,
692595,accessory,4,1,1,,1,,
692596,accessory,1,1,,,1,,
692596,accessory,2,1,,,1,,
692596,accessory,4,1,,,1,,
692599,accessory,1,1,,,1,1,
692599,accessory,2,1,,,1,1,
692600,accessory,4,2,1,2,2,,
692602,accessory,1,1,,1,,1,
692602,accessory,3,1,,1,,1,
692605,accessory,1,1,,,1,,
692605,accessory,2,1,,,1,,
692605,accessory,4,1,,,1,,
692621,accessory,1,1,,1,,1,
692621,accessory,3,1,,1,,1,
692622,accessory,1,1,,,1,,
692622,accessory,2,1,,,1,,
692622,accessory,4,1,,,1,,
692629,accessory,1,1,,1,,1,
692629,accessory,3,1,,1,,1,
692634,accessory,2,1,1,,1,,
692634,accessory,4,1,1,,1,,
692650,accessory,1,1,,1,,1,
692650,accessory,3,1,,1,,1,
692655,core,4,2,1,1,1,,
692657,accessory,1,1,,1,,,
692657,accessory,3,1,,1,,,
692657,accessory,4,1,,1,,,
692660,accessory,1,1,,1,1,,
692660,accessory,4,1,,1,1,,
692661,accessory,1,1,,,,1,
692661,accessory,2,1,,,,1,
692661,accessory,3,1,,,,1,
692663,accessory,1,1,,1,,,
692663,accessory,3,1,,1,,,
692663,accessory,4,1,,1,,,
692664,accessory,1,1,,,,1,
692664,accessory,2,1,,,,1,
692664,accessory,3,1,,,,1,
692669,accessory,1,1,,1,,,
692669,accessory,3,1,,1,,,
692669,accessory,4,1,,1,,,
692670,accessory,1,1,,1,,1,
692670,accessory,3,1,,1,,1,
692676,accessory,1,1,,,,1,
692676,accessory,2,1,,,,1,
692676,accessory,3,1,,,,1,
692678,accessory,1,1,,1,1,,
692678,accessory,4,1,,1,1,,
692683,accessory,1,1,,,1,,
692683,accessory,2,1,,,1,,
692683,accessory,4,1,,,1,,
692685,accessory,1,1,,1,,1,
692685,accessory,3,1,,1,,1,
692691,accessory,1,1,,,,1,
692691,accessory,2,1,,,,1,
692691,accessory,3,1,,,,1,
692695,accessory,1,1,,,1,1,
692695,accessory,2,1,,,1,1,
692700,accessory,1,1,,1,,1,
692700,accessory,3,1,,1,,1,
692711,accessory,2,1,1,,,,
692711,accessory,3,1,1,,,,
692711,accessory,4,1,1,,,,
692712,accessory,2,1,1,,,1,
692712,accessory,3,1,1,,,1,
692713,accessory,2,1,1,,1,,
692713,accessory,4,1,1,,1,,
692714,accessory,1,1,,1,1,,
692714,accessory,4,1,,1,1,,
692715,accessory,1,1,,1,1,,
692715,accessory,4,1,,1,1,,
692721,accessory,1,1,,1,,1,
692721,accessory,3,1,,1,,1,
692724,accessory,1,1,,,1,,
692724,accessory,2,1,,,1,,
692724,accessory,4,1,,,1,,
692725,accessory,1,1,,1,,1,
692725,accessory,3,1,,1,,1,
692738,accessory,1,1,,1,,1,
692738,accessory,3,1,,1,,1,
692739,accessory,1,1,,1,1,,
692739,accessory,4,1,,1,1,,
692740,accessory,1,1,,1,1,,
692740,accessory,4,1,,1,1,,
692741,accessory,1,1,,,1,1,
692741,accessory,2,1,,,1,1,
692742,accessory,1,1,,1,,1,
692742,accessory,3,1,,1,,1,
692743,core,2,3,1,,,,
692743,core,3,3,1,,,,
692743,core,4,3,1,,,,
692747,accessory,2,2,2,,1,1,
692748,accessory,1,2,,2,1,1,
692749,accessory,1,1,,1,1,,
692749,accessory,4,1,,1,1,,
692752,accessory,1,1,,,1,1,
692752,accessory,2,1,,,1,1,
692753,accessory,1,1,,1,,,
692753,accessory,3,1,,1,,,
692753,accessory,4,1,,1,,,
692761,accessory,1,1,,,1,1,
692761,accessory,2,1,,,1,1,
692762,accessory,1,1,,,,1,
692762,accessory,2,1,,,,1,
692762,accessory,3,1,,,,1,
692763,accessory,2,2,1,,2,2,
692764,accessory,1,1,,,1,1,
692764,accessory,2,1,,,1,1,
692765,accessory,1,1,,,1,1,
692765,accessory,2,1,,,1,1,
692766,accessory,1,1,,,,1,
692766,accessory,2,1,,,,1,
692766,accessory,3,1,,,,1,
692767,accessory,1,1,,1,,,
692767,accessory,3,1,,1,,,
692767,accessory,4,1,,1,,,
692771,accessory,1,1,,1,,1,
692771,accessory,3,1,,1,,1,
692772,accessory,1,1,,,1,,
692772,accessory,2,1,,,1,,
692772,accessory,4,1,,,1,,
692775,accessory,1,1,,,1,,
692775,accessory,2,1,,,1,,
692775,accessory,4,1,,,1,,
692779,accessory,1,1,,,1,,
692779,accessory,2,1,,,1,,
692779,accessory,4,1,,,1,,
692780,accessory,1,1,,,1,1,
692780,accessory,2,1,,,1,1,
692781,accessory,1,1,,,1,1,
692781,accessory,2,1,,,1,1,
692782,accessory,1,1,,,1,1,
692782,accessory,2,1,,,1,1,
692793,accessory,2,3,2,,2,3,
692804,accessory,1,1,,1,,1,
692804,accessory,3,1,,1,,1,
692805,core,2,2,1,,1,1,
692806,accessory,2,3,2,,3,2,
692807,core,1,2,,1,1,1,
692816,accessory,1,1,,,1,,
692816,accessory,2,1,,,1,,
692816,accessory,4,1,,,1,,
692817,accessory,1,1,,,1,,
692817,accessory,2,1,,,1,,
692817,accessory,4,1,,,1,,
692818,accessory,1,1,,,1,1,
692818,accessory,2,1,,,1,1,
692820,accessory,1,1,,1,1,,
692820,accessory,4,1,,1,1,,
692824,accessory,1,1,,,1,,
692824,accessory,2,1,,,1,,
692824,accessory,4,1,,,1,,
692825,accessory,1,1,,1,,1,
692825,accessory,3,1,,1,,1,
692835,accessory,1,1,,,,1,
692835,accessory,2,1,,,,1,
692835,accessory,3,1,,,,1,
692838,accessory,1,1,,,1,,
692838,accessory,2,1,,,1,,
692838,accessory,4,1,,,1,,
692839,accessory,1,1,,,,1,
692839,accessory,2,1,,,,1,
692839,accessory,3,1,,,,1,
692844,accessory,1,1,,,1,,
692844,accessory,2,1,,,1,,
692844,accessory,4,1,,,1,,
692846,accessory,1,1,,,1,,
692846,accessory,2,1,,,1,,
692846,accessory,4,1,,,1,,
692855,accessory,1,1,,1,,,
692855,accessory,3,1,,1,,,
692855,accessory,4,1,,1,,,
692857,accessory,1,1,,,1,1,
692857,accessory,2,1,,,1,1,
692860,accessory,1,1,,,1,1,
692860,accessory,2,1,,,1,1,
692866,accessory,1,1,,,1,,
692866,accessory,2,1,,,1,,
692866,accessory,4,1,,,1,,
692874,accessory,1,1,,1,1,,
692874,accessory,4,1,,1,1,,
692885,accessory,1,1,,1,,,
692885,accessory,3,1,,1,,,
692885,accessory,4,1,,1,,,
692888,accessory,2,1,1,,,,
692888,accessory,3,1,1,,,,
692888,accessory,4,1,1,,,,
692889,accessory,2,1,1,,1,,
692889,accessory,4,1,1,,1,,
692894,accessory,1,1,,,1,1,
692894,accessory,2,1,,,1,1,
692895,accessory,1,1,,,1,1,
692895,accessory,2,1,,,1,1,
692899,core,4,2,1,1,1,,
692901,accessory,1,1,,1,1,,
692901,accessory,4,1,,1,1,,
692910,accessory,1,1,,1,,1,
692910,accessory,3,1,,1,,1,
692921,accessory,1,1,,,1,,
692921,accessory,2,1,,,1,,
692921,accessory,4,1,,,1,,
692925,accessory,1,1,,1,,1,
692925,accessory,3,1,,1,,1,
692928,accessory,1,1,,,,1,
692928,accessory,2,1,,,,1,
692928,accessory,3,1,,,,1,
692929,accessory,1,1,,1,1,,
692929,accessory,4,1,,1,1,,
692930,accessory,1,1,,,,1,
692930,accessory,2,1,,,,1,
692930,accessory,3,1,,,,1,
692932,accessory,1,1,,,1,1,
692932,accessory,2,1,,,1,1,
692937,accessory,1,1,,1,,1,
692937,accessory,3,1,,1,,1,
692940,accessory,1,1,,1,1,,
692940,accessory,4,1,,1,1,,
692942,accessory,1,1,,1,,1,
692942,accessory,3,1,,1,,1,
692943,accessory,1,1,,1,1,,
692943,accessory,4,1,,1,1,,
692946,accessory,1,1,,,,1,
692946,accessory,2,1,,,,1,
692946,accessory,3,1,,,,1,
692947,accessory,1,1,,1,,1,
692947,accessory,3,1,,1,,1,
692949,accessory,1,1,,1,,1,
692949,accessory,3,1,,1,,1,
692951,accessory,1,1,,1,,1,
692951,accessory,3,1,,1,,1,
692953,accessory,1,1,,,1,1,
692953,accessory,2,1,,,1,1,
692954,accessory,1,1,,1,1,,
692954,accessory,4,1,,1,1,,
692955,accessory,1,1,,1,,,
692955,accessory,3,1,,1,,,
692955,accessory,4,1,,1,,,
692957,accessory,1,1,,,,1,
692957,accessory,2,1,,,,1,
692957,accessory,3,1,,,,1,
692958,accessory,1,1,,1,1,,
692958,accessory,4,1,,1,1,,
692959,accessory,1,1,,1,1,,
692959,accessory,4,1,,1,1,,
692960,accessory,1,1,,1,1,,
692960,accessory,4,1,,1,1,,
692962,accessory,1,1,,,1,1,
692962,accessory,2,1,,,1,1,
692967,accessory,1,1,,,,1,
692967,accessory,2,1,,,,1,
692967,accessory,3,1,,,,1,
692971,accessory,1,1,,,1,,
692971,accessory,2,1,,,1,,
692971,accessory,4,1,,,1,,
692975,core,2,2,1,,1,1,
692981,accessory,1,1,,,,1,
692981,accessory,2,1,,,,1,
692981,accessory,3,1,,,,1,
692982,accessory,1,1,,,1,1,
692982,accessory,2,1,,,1,1,
692983,accessory,1,1,,,1,,
692983,accessory,2,1,,,1,,
692983,accessory,4,1,,,1,,
692984,accessory,1,1,,,1,1,
692984,accessory,2,1,,,1,1,
692988,accessory,1,1,,1,,,
692988,accessory,3,1,,1,,,
692988,accessory,4,1,,1,,,
692992,accessory,1,1,,1,,,
692992,accessory,3,1,,1,,,
692992,accessory,4,1,,1,,,
692997,core,1,2,,1,1,1,
692998,accessory,2,1,1,,1,,
692998,accessory,4,1,1,,1,,
692999,accessory,2,1,1,,,1,
692999,accessory,3,1,1,,,1,
693000,accessory,1,2,,2,1,2,
693001,accessory,1,1,,1,,1,
693001,accessory,3,1,,1,,1,
693004,accessory,4,2,2,1,1,,
693005,accessory,1,1,,,1,,
693005,accessory,2,1,,,1,,
693005,accessory,4,1,,,1,,
693007,accessory,2,1,1,,1,,
693007,accessory,4,1,1,,1,,
693008,accessory,1,1,,1,,1,
693008,accessory,3,1,,1,,1,
693011,accessory,1,1,,,1,1,
693011,accessory,2,1,,,1,1,
693012,core,1,2,,1,,1,
693012,core,3,2,,1,,1,
693015,core,2,5,4,,4,4,
693017,accessory,1,1,,,1,1,
693017,accessory,2,1,,,1,1,
693018,accessory,1,1,,1,,1,
693018,accessory,3,1,,1,,1,
693023,accessory,1,1,,1,,1,
693023,accessory,3,1,,1,,1,
693024,accessory,1,1,,1,,1,
693024,accessory,3,1,,1,,1,
693031,accessory,1,1,,,,1,
693031,accessory,2,1,,,,1,
693031,accessory,3,1,,,,1,
693035,accessory,1,1,,,1,,
693035,accessory,2,1,,,1,,
693035,accessory,4,1,,,1,,
693037,accessory,1,1,,1,,,
693037,accessory,3,1,,1,,,
693037,accessory,4,1,,1,,,
693038,accessory,1,1,,1,1,,
693038,accessory,4,1,,1,1,,
693039,accessory,2,1,1,,,1,
693039,accessory,3,1,1,,,1,
693043,accessory,1,1,,1,,,
693043,accessory,3,1,,1,,,
693043,accessory,4,1,,1,,,
693045,accessory,1,1,,,,1,
693045,accessory,2,1,,,,1,
693045,accessory,3,1,,,,1,
693047,accessory,3,2,1,2,,2,
693051,core,2,3,1,,1,,
693051,core,4,3,1,,1,,
693052,core,1,2,,,1,1,
693052,core,2,2,,,1,1,
693053,accessory,4,2,2,1,1,,
693055,accessory,1,1,,1,,1,
693055,accessory,3,1,,1,,1,
693057,accessory,1,1,,,,1,
693057,accessory,2,1,,,,1,
693057,accessory,3,1,,,,1,
693058,accessory,2,1,1,,,1,
693058,accessory,3,1,1,,,1,
693064,accessory,1,1,,1,,,
693064,accessory,3,1,,1,,,
693064,accessory,4,1,,1,,,
693070,accessory,1,1,,,1,,
693070,accessory,2,1,,,1,,
693070,accessory,4,1,,,1,,
693079,accessory,1,1,,,1,,
693079,accessory,2,1,,,1,,
693079,accessory,4,1,,,1,,
693094,accessory,1,1,,,1,,
693094,accessory,2,1,,,1,,
693094,accessory,4,1,,,1,,
693095,accessory,1,1,,1,,1,
693095,accessory,3,1,,1,,1,
693096,accessory,1,1,,1,,1,
693096,accessory,3,1,,1,,1,
693098,accessory,1,1,,,,1,
693098,accessory,2,1,,,,1,
693098,accessory,3,1,,,,1,
693101,accessory,1,1,,,,1,
693101,accessory,2,1,,,,1,
693101,accessory,3,1,,,,1,
693105,accessory,1,1,,,1,,
693105,accessory,2,1,,,1,,
693105,accessory,4,1,,,1,,
693106,accessory,1,1,,1,,,
693106,accessory,3,1,,1,,,
693106,accessory,4,1,,1,,,
693109,accessory,1,1,,1,,1,
693109,accessory,3,1,,1,,1,
693111,accessory,1,1,,,,1,
693111,accessory,2,1,,,,1,
693111,accessory,3,1,,,,1,
693118,accessory,1,1,,,1,,
693118,accessory,2,1,,,1,,
693118,accessory,4,1,,,1,,
693122,accessory,1,1,,1,,,
693122,accessory,3,1,,1,,,
693122,accessory,4,1,,1,,,
693126,core,4,2,1,1,1,,
693137,accessory,1,1,,1,,1,
693137,accessory,3,1,,1,,1,
693141,accessory,1,1,,,1,,
693141,accessory,2,1,,,1,,
693141,accessory,4,1,,,1,,
693147,accessory,1,1,,1,,1,
693147,accessory,3,1,,1,,1,
693148,accessory,1,1,,1,,1,
693148,accessory,3,1,,1,,1,
693150,accessory,1,1,,1,,,
693150,accessory,3,1,,1,,,
693150,accessory,4,1,,1,,,
693151,accessory,1,1,,1,,,
693151,accessory,3,1,,1,,,
693151,accessory,4,1,,1,,,
693152,accessory,1,1,,1,,,
693152,accessory,3,1,,1,,,
693152,accessory,4,1,,1,,,
693153,accessory,1,1,,1,1,,
693153,accessory,4,1,,1,1,,
693164,core,1,2,,1,1,1,
693165,accessory,1,1,,1,,1,
693165,accessory,3,1,,1,,1,
693171,accessory,1,1,,1,,1,
693171,accessory,3,1,,1,,1,
693174,accessory,1,1,,1,1,,
693174,accessory,4,1,,1,1,,
693175,accessory,2,2,1,,2,2,
693177,accessory,1,1,,1,,1,
693177,accessory,3,1,,1,,1,
693182,accessory,3,3,2,3,,3,
693186,accessory,1,1,,1,,1,
693186,accessory,3,1,,1,,1,
693187,accessory,2,1,1,,1,,
693187,accessory,4,1,1,,1,,
693198,accessory,2,1,1,,1,,
693198,accessory,4,1,1,,1,,
693202,accessory,1,1,,,1,1,
693202,accessory,2,1,,,1,1,
693203,accessory,1,1,,,1,,
693203,accessory,2,1,,,1,,
693203,accessory,4,1,,,1,,
693205,accessory,1,1,,1,,1,
693205,accessory,3,1,,1,,1,
693206,accessory,1,1,,,,1,
693206,accessory,2,1,,,,1,
693206,accessory,3,1,,,,1,
693207,core,3,2,1,1,,1,
693215,accessory,1,1,,,1,1,
693215,accessory,2,1,,,1,1,
693217,accessory,1,1,,1,,1,
693217,accessory,3,1,,1,,1,
693218,accessory,1,1,,,1,,
693218,accessory,2,1,,,1,,
693218,accessory,4,1,,,1,,
693219,accessory,1,1,,,,1,
693219,accessory,2,1,,,,1,
693219,accessory,3,1,,,,1,
693220,accessory,1,1,,,1,,
693220,accessory,2,1,,,1,,
693220,accessory,4,1,,,1,,
693222,accessory,1,1,,,,1,
693222,accessory,2,1,,,,1,
693222,accessory,3,1,,,,1,
693224,accessory,1,1,,,,1,
693224,accessory,2,1,,,,1,
693224,accessory,3,1,,,,1,
693226,accessory,1,1,,1,,,
693226,accessory,3,1,,1,,,
693226,accessory,4,1,,1,,,
693228,accessory,1,1,,1,1,,
693228,accessory,4,1,,1,1,,
693236,accessory,1,1,,,1,,
693236,accessory,2,1,,,1,,
693236,accessory,4,1,,,1,,
693237,accessory,1,2,,2,1,1,
693252,accessory,1,1,,1,,,
693252,accessory,3,1,,1,,,
693252,accessory,4,1,,1,,,
693260,accessory,1,1,,1,1,,
693260,accessory,4,1,,1,1,,
693262,accessory,1,1,,1,,1,
693262,accessory,3,1,,1,,1,
693263,accessory,1,1,,1,1,,
693263,accessory,4,1,,1,1,,
693264,accessory,2,1,1,,,1,
693264,accessory,3,1,1,,,1,
693266,accessory,1,1,,,1,,
693266,accessory,2,1,,,1,,
693266,accessory,4,1,,,1,,
693267,accessory,1,1,,1,,1,
693267,accessory,3,1,,1,,1,
693270,accessory,4,2,1,2,1,,
693278,accessory,1,1,,,1,,
693278,accessory,2,1,,,1,,
693278,accessory,4,1,,,1,,
693284,accessory,1,1,,1,1,,
693284,accessory,4,1,,1,1,,
693288,accessory,1,1,,,1,,
693288,accessory,2,1,,,1,,
693288,accessory,4,1,,,1,,
693289,accessory,1,1,,,,1,
693289,accessory,2,1,,,,1,
693289,accessory,3,1,,,,1,
693290,accessory,1,1,,1,,1,
693290,accessory,3,1,,1,,1,
693291,accessory,2,1,1,,,1,
693291,accessory,3,1,1,,,1,
693297,accessory,1,1,,,,1,
693297,accessory,2,1,,,,1,
693297,accessory,3,1,,,,1,
693298,accessory,1,1,,,,1,
693298,accessory,2,1,,,,1,
693298,accessory,3,1,,,,1,
693300,accessory,1,1,,1,,,
693300,accessory,3,1,,1,,,
693300,accessory,4,1,,1,,,
693301,accessory,1,1,,,1,,
693301,accessory,2,1,,,1,,
693301,accessory,4,1,,,1,,
693302,accessory,1,1,,,1,,
693302,accessory,2,1,,,1,,
693302,accessory,4,1,,,1,,
693309,accessory,1,1,,,1,1,
693309,accessory,2,1,,,1,1,
693323,accessory,1,1,,,1,,
693323,accessory,2,1,,,1,,
693323,accessory,4,1,,,1,,
693325,accessory,1,1,,1,,,
693325,accessory,3,1,,1,,,
693325,accessory,4,1,,1,,,
693327,accessory,1,1,,1,,1,
693327,accessory,3,1,,1,,1,
693328,accessory,1,1,,,,1,
693328,accessory,2,1,,,,1,
693328,accessory,3,1,,,,1,
693331,accessory,1,1,,1,1,,
693331,accessory,4,1,,1,1,,
693332,accessory,1,1,,1,1,,
693332,accessory,4,1,,1,1,,
693340,accessory,1,1,,,1,,
693340,accessory,2,1,,,1,,
693340,accessory,4,1,,,1,,
693341,accessory,1,1,,,1,,
693341,accessory,2,1,,,1,,
693341,accessory,4,1,,,1,,
693348,accessory,1,1,,1,,,
693348,accessory,3,1,,1,,,
693348,accessory,4,1,,1,,,
693360,accessory,1,1,,1,,1,
693360,accessory,3,1,,1,,1,
693361,accessory,1,1,,,1,,
693361,accessory,2,1,,,1,,
693361,accessory,4,1,,,1,,
693364,core,4,2,1,1,1,,
693367,accessory,1,1,,,1,,
693367,accessory,2,1,,,1,,
693367,accessory,4,1,,,1,,
693370,accessory,1,1,,1,,,
693370,accessory,3,1,,1,,,
693370,accessory,4,1,,1,,,
693371,accessory,1,1,,1,,1,
693371,accessory,3,1,,1,,1,
693375,accessory,1,1,,,,1,
693375,accessory,2,1,,,,1,
693375,accessory,3,1,,,,1,
693376,accessory,1,1,,,,1,
693376,accessory,2,1,,,,1,
693376,accessory,3,1,,,,1,
693377,accessory,1,2,,,1,2,
693377,accessory,2,2,,,1,2,
693378,accessory,2,1,1,,,1,
693378,accessory,3,1,1,,,1,
693380,accessory,1,1,,1,,1,
693380,accessory,3,1,,1,,1,
693383,accessory,1,3,,3,1,3,
693384,accessory,1,1,,,,1,
693384,accessory,2,1,,,,1,
693384,accessory,3,1,,,,1,
693385,accessory,1,1,,,,1,
693385,accessory,2,1,,,,1,
693385,accessory,3,1,,,,1,
693392,accessory,1,1,,1,1,,
693392,accessory,4,1,,1,1,,
693396,accessory,1,1,,1,,,
693396,accessory,3,1,,1,,,
693396,accessory,4,1,,1,,,
693411,accessory,1,1,,,1,,
693411,accessory,2,1,,,1,,
693411,accessory,4,1,,,1,,
693415,accessory,1,1,,1,,1,
693415,accessory,3,1,,1,,1,
693422,accessory,1,1,,1,,,
693422,accessory,3,1,,1,,,
693422,accessory,4,1,,1,,,
693431,accessory,1,1,,,1,,
693431,accessory,2,1,,,1,,
693431,accessory,4,1,,,1,,
693432,accessory,1,1,,1,,1,
693432,accessory,3,1,,1,,1,
693433,accessory,1,1,,1,,1,
693433,accessory,3,1,,1,,1,
693442,accessory,1,1,,,1,1,
693442,accessory,2,1,,,1,1,
693444,core,2,3,1,,1,1,
693445,accessory,1,1,,1,,1,
693445,accessory,3,1,,1,,1,
693446,accessory,1,1,,1,,1,
693446,accessory,3,1,,1,,1,
693451,accessory,1,1,,1,1,,
693451,accessory,4,1,,1,1,,
693452,accessory,1,1,,1,1,,
693452,accessory,4,1,,1,1,,
693462,accessory,1,1,,,,1,
693462,accessory,2,1,,,,1,
693462,accessory,3,1,,,,1,
693476,core,3,2,1,1,,1,
693477,accessory,1,1,,1,1,,
693477,accessory,4,1,,1,1,,
693478,core,1,2,,1,,1,
693478,core,3,2,,1,,1,
693494,accessory,1,1,,,1,,
693494,accessory,2,1,,,1,,
693494,accessory,4,1,,,1,,
693497,accessory,1,1,,1,1,,
693497,accessory,4,1,,1,1,,
693501,accessory,1,1,,1,,,
693501,accessory,3,1,,1,,,
693501,accessory,4,1,,1,,,
693504,accessory,1,1,,,1,,
693504,accessory,2,1,,,1,,
693504,accessory,4,1,,,1,,
693517,accessory,1,1,,1,,1,
693517,accessory,3,1,,1,,1,
693519,accessory,1,1,,,,1,
693519,accessory,2,1,,,,1,
693519,accessory,3,1,,,,1,
693520,accessory,1,2,,1,1,2,
693522,accessory,1,1,,1,,,
693522,accessory,3,1,,1,,,
693522,accessory,4,1,,1,,,
693523,accessory,1,1,,1,,,
693523,accessory,3,1,,1,,,
693523,accessory,4,1,,1,,,
693526,accessory,1,1,,1,,1,
693526,accessory,3,1,,1,,1,
693533,core,2,2,1,,1,,
693533,core,4,2,1,,1,,
693549,core,2,2,1,,1,,
693549,core,4,2,1,,1,,
693550,accessory,1,1,,1,,,
693550,accessory,3,1,,1,,,
693550,accessory,4,1,,1,,,
693555,accessory,1,1,,,,1,
693555,accessory,2,1,,,,1,
693555,accessory,3,1,,,,1,
693561,accessory,1,1,,,,1,
693561,accessory,2,1,,,,1,
693561,accessory,3,1,,,,1,
693575,accessory,1,1,,,1,,
693575,accessory,2,1,,,1,,
693575,accessory,4,1,,,1,,
693586,accessory,1,1,,1,,,
693586,accessory,3,1,,1,,,
693586,accessory,4,1,,1,,,
693589,core,1,2,,,1,,
693589,core,2,2,,,1,,
693589,core,4,2,,,1,,
693592,accessory,1,1,,,1,,
693592,accessory,2,1,,,1,,
693592,accessory,4,1,,,1,,
693594,core,3,2,1,1,,1,
693604,accessory,1,1,,1,,1,
693604,accessory,3,1,,1,,1,
693606,accessory,1,1,,,1,,
693606,accessory,2,1,,,1,,
693606,accessory,4,1,,,1,,
693607,accessory,1,1,,,1,,
693607,accessory,2,1,,,1,,
693607,accessory,4,1,,,1,,
693622,accessory,1,1,,,1,1,
693622,accessory,2,1,,,1,1,
693629,accessory,1,1,,,,1,
693629,accessory,2,1,,,,1,
693629,accessory,3,1,,,,1,
693631,accessory,1,1,,1,,,
693631,accessory,3,1,,1,,,
693631,accessory,4,1,,1,,,
693632,accessory,3,1,1,1,,,
693632,accessory,4,1,1,1,,,
693635,accessory,1,1,,1,,1,
